mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_model__learning_rate,param_model__max_iter,param_model__max_leaf_nodes,param_model__min_samples_leaf,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.5237615585327149,0.034221022897305005,0.013282871246337891,0.0014863497215576406,0.02207608655434449,506,38,9,"{'model__learning_rate': np.float64(0.02207608655434449), 'model__max_iter': 506, 'model__max_leaf_nodes': 38, 'model__min_samples_leaf': 9}",0.8542470737649548,0.8091181166107653,0.8764095845957227,0.8283387090921297,0.8178019327922084,0.8371830833711561,0.024784642341150586,24
0.2941706657409668,0.061805541595755,0.01723318099975586,0.004316242751181632,0.1567265061663649,591,22,28,"{'model__learning_rate': np.float64(0.1567265061663649), 'model__max_iter': 591, 'model__max_leaf_nodes': 22, 'model__min_samples_leaf': 28}",0.8669866227644901,0.8191873336703273,0.8568821913102462,0.8492042227681857,0.7916526924426207,0.8367826125911739,0.027629242579342624,25
0.3117219924926758,0.01830723056675694,0.011044597625732422,0.0014201231667420884,0.18850479889719593,545,28,20,"{'model__learning_rate': np.float64(0.18850479889719593), 'model__max_iter': 545, 'model__max_leaf_nodes': 28, 'model__min_samples_leaf': 20}",0.8557247962319247,0.8244412343508396,0.8593923511203992,0.8529772483030024,0.7897344409716055,0.8364540141955542,0.02644833835372662,26
0.3071629047393799,0.05789946590496051,0.009327125549316407,0.0038723772209680162,0.021035886311957897,187,38,7,"{'model__learning_rate': np.float64(0.021035886311957897), 'model__max_iter': 187, 'model__max_leaf_nodes': 38, 'model__min_samples_leaf': 7}",0.8476698833669121,0.8048919929141238,0.8828566954913165,0.8331835916926065,0.8124576211352892,0.8362119569200497,0.027789909408639558,27
0.1842337131500244,0.0339135486325235,0.013348007202148437,0.009599009952083315,0.09972083578077036,200,28,7,"{'model__learning_rate': np.float64(0.09972083578077036), 'model__max_iter': 200, 'model__max_leaf_nodes': 28, 'model__min_samples_leaf': 7}",0.8487801259503575,0.8286291291233273,0.8720897485106341,0.8277656659244843,0.8034081839364859,0.8361345706890578,0.023022039396985515,28
0.3681023597717285,0.009383149560044868,0.011339092254638672,0.000931749673262088,0.10408361292114134,530,49,18,"{'model__learning_rate': np.float64(0.10408361292114134), 'model__max_iter': 530, 'model__max_leaf_nodes': 49, 'model__min_samples_leaf': 18}",0.8568152373193242,0.817865808747411,0.8618139363718089,0.8531178283886836,0.7907084840760272,0.836064258980651,0.027469266919253558,29
0.5115567684173584,0.02950650928026156,0.011681222915649414,0.0012658730187288848,0.08116262258099886,448,29,15,"{'model__learning_rate': np.float64(0.08116262258099886), 'model__max_iter': 448, 'model__max_leaf_nodes': 29, 'model__min_samples_leaf': 15}",0.8663431453705726,0.8115698593549318,0.8709666824933183,0.8434264106740132,0.7869708981337462,0.8358553992053164,0.0322462617550237,30
0.21266908645629884,0.008225955391983168,0.00732731819152832,0.002663765545041795,0.06505277605361592,185,42,6,"{'model__learning_rate': np.float64(0.06505277605361592), 'model__max_iter': 185, 'model__max_leaf_nodes': 42, 'model__min_samples_leaf': 6}",0.8515094306155558,0.8219527994263792,0.8680276017391211,0.8232519385048644,0.8108360264218993,0.8351155593415639,0.02123893131429007,31
0.29841814041137693,0.027821031467357597,0.018415546417236327,0.009045263266257559,0.054226554681757806,545,17,9,"{'model__learning_rate': np.float64(0.054226554681757806), 'model__max_iter': 545, 'model__max_leaf_nodes': 17, 'model__min_samples_leaf': 9}",0.8488079231774522,0.8314246453967219,0.8826022103829548,0.8237750977605983,0.7878185033677829,0.8348856760171021,0.031052983886355932,32
0.216957950592041,0.015635457889997706,0.011549663543701173,0.0015267908187697038,0.19262268462637636,312,30,17,"{'model__learning_rate': np.float64(0.19262268462637636), 'model__max_iter': 312, 'model__max_leaf_nodes': 30, 'model__min_samples_leaf': 17}",0.8609689342209497,0.8054151039710482,0.8616980582376216,0.8474549552348845,0.7833450501983312,0.8317764203725669,0.031729608734175165,33
0.33205156326293944,0.03788662944033264,0.013776254653930665,0.0027251101265683302,0.09347393535449632,278,46,11,"{'model__learning_rate': np.float64(0.09347393535449632), 'model__max_iter': 278, 'model__max_leaf_nodes': 46, 'model__min_samples_leaf': 11}",0.8430482313771346,0.8117479806834845,0.8649628362911473,0.8360274156134874,0.7996040562153809,0.8310781040361268,0.023152641614706232,34
0.2239656925201416,0.013090499550327612,0.010537290573120117,0.0019939472895570336,0.1485113619277876,388,19,14,"{'model__learning_rate': np.float64(0.1485113619277876), 'model__max_iter': 388, 'model__max_leaf_nodes': 19, 'model__min_samples_leaf': 14}",0.8585933675845154,0.8053828271302147,0.8628279510575887,0.8457153235078911,0.7670686384525883,0.8279176215465597,0.03657022395232358,35
0.389383602142334,0.030831034032675005,0.013137388229370116,0.0012374890883217887,0.1715073297800619,367,48,5,"{'model__learning_rate': np.float64(0.1715073297800619), 'model__max_iter': 367, 'model__max_leaf_nodes': 48, 'model__min_samples_leaf': 5}",0.849133799332978,0.8058045577560434,0.8481909060408598,0.8425359969150794,0.7789050432047466,0.8249140606499414,0.028003366576481527,36
0.3124349594116211,0.030259332316256687,0.008506965637207032,0.0002632679832310214,0.18025734698546372,330,47,5,"{'model__learning_rate': np.float64(0.18025734698546372), 'model__max_iter': 330, 'model__max_leaf_nodes': 47, 'model__min_samples_leaf': 5}",0.8438385070990149,0.8015867583093917,0.8510365354011296,0.8387190849744524,0.7757487595221794,0.8221859290612337,0.02882801906748036,37
0.3839534282684326,0.017958445023144462,0.009914064407348632,0.004054197987661388,0.15454915923721052,317,28,11,"{'model__learning_rate': np.float64(0.15454915923721052), 'model__max_iter': 317, 'model__max_leaf_nodes': 28, 'model__min_samples_leaf': 11}",0.8444987028743651,0.8176918700807252,0.8436907650901029,0.8328529087130437,0.7692488292226343,0.8215966151961742,0.02791020943683877,38
0.49102258682250977,0.021681923132280376,0.014970731735229493,0.006544967417091863,0.18832501471299254,485,35,5,"{'model__learning_rate': np.float64(0.18832501471299254), 'model__max_iter': 485, 'model__max_leaf_nodes': 35, 'model__min_samples_leaf': 5}",0.8343531269042964,0.8115230441222876,0.8339904869246464,0.8422108816263922,0.7797827566692668,0.820372059249378,0.022731751101012866,39
0.4843449115753174,0.05133830243540846,0.019133853912353515,0.00541785713768722,0.1486251738842322,459,36,7,"{'model__learning_rate': np.float64(0.1486251738842322), 'model__max_iter': 459, 'model__max_leaf_nodes': 36, 'model__min_samples_leaf': 7}",0.8441646397713799,0.790136361555044,0.8420142871659663,0.8297744847114762,0.7756243611862076,0.8163428268780148,0.02813630697573306,40
